id,age,statut,bac_serie,cible,niveau_agronomie,niveau_algorithme,niveau_algèbre,niveau_analyse,niveau_analyse_mathématique,niveau_anglais,niveau_assainissement,niveau_autocad,niveau_bactériologie,niveau_base_de_données,niveau_biochimie,niveau_biologie_animale,niveau_biologie_cellulaire,niveau_botanique,niveau_chimie,niveau_comptabilité,niveau_dessin,niveau_droit,niveau_ecologie,niveau_economie,niveau_econométrie,niveau_electricité,niveau_electronique,niveau_environnement,niveau_enzymologie,niveau_finance_publique,niveau_fiscalité,niveau_français,niveau_génétique,niveau_géologie,niveau_html_css,niveau_hydraulique,niveau_hygiène,niveau_industries_pharmaceutiques,niveau_informatique,niveau_informatique_scientifique,niveau_langage_c,niveau_logique,niveau_macroéconomie_microéconomie,niveau_maintenance,niveau_marketing,niveau_mathématique_discrète,niveau_mathématique_financière,niveau_mathématiques,niveau_musique,niveau_mécanique,niveau_nutrition_humaine,niveau_organisation_dentreprise,niveau_ouvrages_métalliques,niveau_pharmacologie,niveau_physiologie_animale,niveau_physiologie_végétale,niveau_physique,niveau_probabilité_statistique,niveau_pétrologie,niveau_science_des_aliments,niveau_sites_touristiques,niveau_statistiques_appliquée,niveau_structure_de_données,niveau_structure_des_ordinateurs,niveau_technique_bancaire,niveau_thermodynamique,niveau_thermophysique,niveau_virologie,niveau_zootechnie,travail_equipe,autonomie,analyse_synthese,creativite,gestion_projet,environnement,secteur,filiere_nom
329,25,1,1,13,3,1,3,3,2,5,4,4,2,2,3,1,3,2,3,1,5,1,2,2,1,1,2,3,2,1,1,3,1,4,3,4,1,1,3,3,1,1,3,3,3,3,1,4,1,2,3,3,4,3,2,2,5,3,3,1,2,2,2,2,1,4,2,3,3,1,0,0,0,1,1,1,GCA
330,32,0,6,4,1,2,3,3,1,4,3,2,3,3,3,1,3,3,2,5,3,5,1,4,3,3,1,3,2,5,5,5,2,3,2,1,3,2,3,1,1,2,2,1,5,3,3,3,3,1,2,5,1,3,2,3,2,3,3,1,2,3,2,1,4,2,2,3,2,0,1,1,1,0,4,9,CAA
331,33,0,0,12,3,2,2,3,3,4,2,5,3,3,3,2,2,2,1,3,4,3,3,2,1,5,5,1,2,2,3,5,2,1,2,3,3,3,3,1,2,2,3,4,2,2,2,3,3,4,3,3,5,1,2,1,3,1,1,2,1,2,1,2,2,5,3,3,1,0,0,1,1,1,3,12,EMII
332,18,0,2,7,3,1,3,1,2,4,2,3,3,3,1,3,3,3,2,5,3,4,3,2,5,1,1,1,2,5,1,3,1,1,1,3,2,3,2,3,2,1,5,3,4,1,2,2,2,1,3,5,3,1,2,3,3,2,2,2,3,1,3,2,4,3,1,3,2,0,1,0,0,0,3,3,EMP
333,29,1,0,13,1,2,2,2,2,3,4,5,2,2,3,2,2,3,2,2,4,2,1,2,1,1,1,2,2,3,3,4,2,4,2,5,1,1,1,1,3,1,2,1,1,3,3,5,2,2,1,2,5,2,2,2,4,3,2,3,2,2,3,1,3,5,2,1,1,0,0,1,0,1,4,2,GCA
334,28,1,1,9,1,3,3,4,1,5,1,2,4,3,4,4,4,3,5,1,3,1,3,2,2,1,2,2,4,3,2,5,5,3,3,2,3,2,3,1,3,3,2,1,3,2,1,3,2,1,2,1,3,2,5,5,3,1,2,4,1,2,1,3,3,4,2,5,3,0,1,1,1,1,1,3,IAA
335,38,0,4,11,5,2,3,5,1,4,1,2,5,3,5,4,5,2,4,1,2,1,2,3,3,1,1,1,4,3,1,4,4,1,3,1,1,3,5,3,1,2,1,3,2,3,3,1,3,1,2,1,2,3,5,4,1,2,3,2,1,2,3,1,2,4,1,5,5,1,1,0,1,0,2,12,AEE
336,19,0,3,16,1,2,2,3,2,3,2,2,2,2,1,3,2,5,3,2,1,3,5,5,1,2,1,4,2,1,3,5,3,2,2,3,5,2,2,1,3,3,3,3,4,3,1,1,1,3,5,5,1,3,1,3,1,3,3,5,4,1,3,1,3,3,2,3,3,1,1,0,1,1,1,8,TEH
337,27,0,6,16,3,3,3,2,3,4,2,1,3,2,2,2,3,5,3,1,3,3,4,5,1,1,1,4,2,3,3,4,3,3,3,3,4,1,2,3,3,1,3,3,5,1,2,1,2,3,5,5,2,1,2,1,2,2,1,5,4,1,1,3,1,3,1,1,3,1,1,0,0,0,3,7,TEH
338,26,1,1,2,1,3,5,3,5,3,3,3,1,3,2,2,3,1,2,2,1,3,2,2,3,1,4,2,1,3,3,4,3,3,5,1,3,2,3,3,5,2,1,1,3,4,1,3,3,1,1,3,1,3,1,1,1,4,3,2,2,1,5,5,2,1,1,3,2,0,0,1,0,0,0,5,ESIIA
339,22,0,3,1,1,4,3,2,5,3,2,1,2,4,1,2,1,1,3,2,3,3,3,2,3,1,1,2,1,3,1,5,1,3,4,3,2,2,1,4,5,2,2,3,1,3,3,2,5,2,1,3,2,3,1,2,2,4,1,2,2,1,4,3,3,1,3,1,3,0,1,1,0,1,0,2,IMTICIA
340,42,0,2,13,2,1,2,1,3,3,5,5,2,1,3,3,2,1,1,1,5,2,3,1,2,3,3,2,2,2,1,4,1,4,1,4,1,2,1,1,2,1,2,2,1,2,1,5,1,2,3,2,5,2,1,3,5,1,3,2,1,1,3,2,3,4,2,2,2,1,0,0,0,1,5,8,GCA
341,42,0,1,14,2,1,3,1,2,5,3,5,1,2,1,2,2,1,4,3,2,3,3,1,1,5,2,3,1,1,2,3,3,3,3,1,3,2,1,3,2,2,3,3,2,3,1,5,1,1,2,2,2,2,1,2,3,1,4,3,1,3,1,2,1,3,5,1,1,0,1,0,1,1,4,0,ICMP
342,20,0,1,8,1,1,3,4,3,5,2,2,5,1,4,5,5,1,4,1,3,3,2,3,3,3,2,1,4,1,2,4,4,3,3,1,1,3,4,3,3,2,1,3,1,1,2,3,2,1,3,3,3,3,5,4,3,2,2,3,2,1,1,1,2,4,2,5,1,0,1,0,1,0,0,1,BIO
343,35,1,0,3,1,4,4,3,4,1,3,2,1,3,2,1,1,3,2,2,3,3,1,1,1,1,1,3,2,1,2,4,3,1,3,3,2,1,2,5,5,1,4,2,2,4,3,2,1,1,1,2,1,1,2,3,1,1,2,1,3,5,3,1,1,3,2,1,1,0,0,0,1,0,4,7,ISAIA
344,38,0,0,2,1,3,4,2,5,2,3,2,1,4,1,3,1,3,1,2,1,2,2,2,1,2,4,1,1,2,2,3,1,2,3,1,3,2,1,3,4,1,1,3,2,3,1,3,3,3,1,3,2,2,3,2,2,4,2,3,1,1,5,4,2,3,3,2,2,0,0,0,1,1,0,7,ESIIA
345,41,0,6,9,3,1,2,5,3,4,3,3,5,1,5,4,4,1,4,3,3,1,2,3,3,1,1,2,5,3,2,5,5,2,2,3,2,3,5,2,1,1,2,2,1,1,3,3,2,2,2,2,1,3,4,5,3,3,1,4,3,1,2,2,3,4,1,5,2,0,0,1,0,1,3,11,IAA
346,44,0,1,4,1,2,3,2,3,4,2,2,1,3,1,1,1,3,3,5,2,5,2,4,1,3,1,1,1,4,4,5,3,2,3,3,1,1,2,2,1,1,1,1,4,1,1,3,3,2,1,5,3,3,2,2,1,3,1,3,1,1,3,3,4,1,2,1,2,0,0,0,1,0,4,2,CAA
347,24,1,3,15,3,3,3,3,3,4,3,3,3,1,2,1,3,5,2,3,1,3,5,4,2,2,1,4,1,1,3,5,3,2,3,1,1,2,1,1,3,1,2,1,4,3,1,2,1,3,3,3,3,2,3,2,2,3,1,3,5,1,1,1,3,2,3,1,1,1,0,1,0,1,2,0,TEE
348,28,0,3,14,3,2,2,3,3,4,2,5,2,1,3,1,1,1,4,2,3,3,1,1,3,4,3,3,1,1,3,3,3,2,3,2,1,1,2,1,1,3,2,3,1,2,2,5,2,1,2,1,2,3,1,2,4,1,4,2,2,1,1,2,1,1,4,3,1,1,0,0,1,0,3,12,ICMP
349,29,0,1,10,2,1,1,4,2,5,1,1,4,2,5,5,4,1,4,1,3,1,3,1,2,1,1,1,4,1,1,5,5,1,2,1,1,4,5,2,3,3,2,1,2,3,2,2,2,1,3,2,2,5,4,5,3,1,1,2,2,1,3,2,2,4,1,4,2,0,0,1,1,0,5,4,PIP
350,45,0,1,15,3,2,1,2,2,5,1,1,2,1,3,3,1,5,3,1,2,2,4,5,2,2,3,5,2,3,2,3,1,2,1,3,2,2,3,2,3,2,3,2,5,2,1,3,1,3,1,3,1,2,1,1,2,1,3,2,5,2,1,1,1,2,2,1,2,0,1,1,1,0,5,2,TEE
351,28,1,2,2,2,5,5,2,3,2,2,3,1,3,2,3,3,2,2,3,1,1,1,3,3,3,5,1,3,3,1,5,1,2,3,1,3,2,1,4,3,2,3,3,2,5,3,1,3,1,3,3,2,3,2,3,1,5,2,2,1,2,3,4,1,1,1,1,2,1,0,1,0,0,1,0,ESIIA
352,40,0,1,3,3,5,4,1,3,2,1,1,3,5,3,3,2,1,1,1,1,1,3,1,1,3,2,3,3,3,3,3,1,1,4,1,1,1,2,4,3,1,4,3,2,5,1,3,2,3,3,2,1,3,1,3,2,1,2,3,3,4,5,3,2,1,3,3,2,1,1,1,0,0,0,7,ISAIA
353,25,0,1,10,1,1,2,4,3,5,3,2,4,2,4,5,4,3,4,2,1,2,1,2,1,3,3,3,4,3,2,3,4,1,3,3,3,5,4,2,2,1,3,1,2,2,1,1,2,2,3,1,1,4,5,4,3,3,3,3,2,2,2,3,1,4,1,5,3,1,0,0,0,1,5,2,PIP
354,30,0,4,3,2,5,5,2,5,2,2,2,2,5,2,1,2,2,3,3,2,1,2,3,3,1,1,3,2,3,3,3,1,2,3,3,1,2,2,3,4,1,4,2,1,3,1,2,1,3,3,2,1,2,1,3,3,3,1,3,3,4,5,1,2,3,2,3,1,0,0,0,1,0,4,9,ISAIA
355,44,0,5,2,1,3,3,2,3,2,2,3,2,5,3,2,3,2,2,3,1,1,3,3,2,1,5,3,1,1,1,4,1,1,4,2,2,2,1,4,5,3,2,1,2,4,1,3,2,2,3,1,1,3,1,2,2,5,1,1,1,3,4,5,3,1,2,2,2,0,1,0,1,0,1,6,ESIIA
356,22,0,1,0,3,4,4,2,4,2,1,1,2,3,2,1,1,2,1,4,3,2,1,2,2,2,3,2,3,3,1,4,3,3,3,1,1,2,2,4,3,3,1,1,2,4,4,2,3,2,3,5,3,1,2,1,1,4,2,2,2,3,5,2,1,2,1,3,3,1,0,1,1,1,1,0,IGGLIA
357,38,1,3,14,1,2,1,3,1,4,1,5,2,2,3,1,2,3,4,1,3,2,3,3,2,4,2,3,3,1,2,5,3,2,3,3,1,1,1,3,2,2,1,2,1,2,1,5,3,3,1,2,1,3,2,3,3,2,5,2,2,1,2,1,3,3,5,2,2,0,1,1,1,1,1,2,ICMP
358,45,0,3,13,1,1,3,2,1,3,5,4,2,3,1,2,3,1,1,1,4,1,3,1,2,1,1,1,2,2,3,4,2,4,2,4,2,1,1,2,1,3,3,2,1,2,2,5,2,3,3,1,4,2,1,1,4,3,1,1,3,1,1,1,1,5,3,3,1,0,1,0,1,1,2,1,GCA
359,31,0,5,1,2,4,3,1,3,2,1,2,1,4,3,1,1,2,3,1,1,1,2,2,1,2,2,2,3,1,1,4,1,3,4,2,2,1,3,3,5,1,3,1,3,4,2,2,4,1,2,3,3,3,3,2,1,4,3,3,1,1,4,3,1,2,1,3,1,0,0,1,0,1,4,4,IMTICIA
360,19,0,2,13,2,2,2,3,2,3,5,4,3,3,2,2,1,3,2,2,5,1,2,3,1,3,3,2,2,1,2,5,2,5,2,4,1,1,3,1,3,3,1,3,1,3,1,3,1,1,2,2,4,3,1,2,4,3,3,1,3,1,1,1,2,4,1,1,1,0,0,0,1,0,0,12,GCA
361,38,1,1,11,4,1,3,4,2,4,2,3,4,1,5,5,4,3,4,1,1,1,2,1,2,1,3,2,4,1,3,3,5,3,3,3,3,3,3,1,1,2,2,1,1,3,1,2,2,3,2,2,3,3,4,4,1,1,1,2,2,1,1,2,2,5,3,5,5,0,0,0,1,0,3,13,AEE
362,38,0,1,8,2,2,3,4,3,3,1,2,5,1,4,4,5,2,4,3,2,1,2,2,2,2,1,3,5,2,2,3,4,3,1,3,2,1,4,1,1,1,3,3,1,3,3,3,2,2,1,2,1,1,4,4,1,2,3,1,2,2,1,2,1,5,1,4,1,0,1,0,0,1,2,9,BIO
363,38,0,2,14,1,2,3,3,2,3,1,4,3,3,1,3,2,3,5,3,3,1,3,1,3,4,2,3,2,2,1,4,2,3,2,3,1,1,1,1,3,3,3,2,2,1,2,5,1,1,2,2,3,3,3,2,4,2,4,3,2,3,3,2,3,3,4,3,3,0,1,1,1,0,2,2,ICMP
364,41,0,1,0,1,5,5,1,4,2,1,3,2,5,2,1,3,2,1,4,1,1,2,1,1,3,1,2,3,3,3,4,1,2,4,1,3,2,1,5,4,1,3,1,1,3,4,1,2,1,2,4,3,1,1,3,3,5,2,1,3,2,3,1,2,2,1,2,2,0,1,1,0,0,0,13,IGGLIA
365,38,0,3,9,3,1,1,4,3,3,1,2,4,3,4,4,4,2,5,1,1,3,1,2,1,3,1,2,4,3,1,4,5,3,1,2,2,2,4,1,3,3,2,1,2,2,1,2,2,1,3,3,3,2,4,4,3,2,1,5,1,1,2,2,1,5,2,4,1,0,0,0,1,0,0,14,IAA
366,27,1,6,8,2,1,1,4,2,4,2,2,4,3,4,5,4,2,5,3,2,3,2,2,2,1,2,3,4,2,3,4,4,3,1,2,2,1,4,2,2,1,3,3,2,1,1,2,3,3,3,1,1,2,4,4,1,2,3,1,2,2,2,2,1,5,1,4,2,1,1,1,0,1,3,7,BIO
367,23,0,1,0,3,4,5,1,4,1,2,3,3,3,2,3,2,1,1,5,3,3,2,1,3,1,1,3,2,1,3,4,3,2,4,3,2,1,1,4,5,2,1,2,3,5,4,1,3,1,2,4,2,3,2,1,2,5,3,3,2,3,3,2,1,2,3,3,2,1,0,1,0,1,4,1,IGGLIA
368,44,0,5,14,2,2,2,2,1,5,2,4,2,3,1,2,3,2,4,3,2,3,3,3,3,4,1,1,2,2,3,3,3,1,1,3,2,2,1,3,2,3,3,2,1,2,1,4,2,2,1,2,1,1,3,1,4,2,5,3,3,1,1,1,2,2,5,3,1,0,1,1,0,0,0,2,ICMP
369,31,1,2,13,3,3,2,1,3,3,5,5,2,1,3,2,3,3,1,2,5,1,3,2,1,2,3,1,3,3,3,5,3,5,2,4,3,2,3,2,1,3,3,2,3,1,1,3,3,2,1,2,5,3,1,3,4,3,3,2,1,2,2,1,1,4,1,2,1,0,1,0,0,0,4,9,GCA
370,33,0,1,5,3,2,1,1,2,3,2,3,1,3,2,2,3,2,1,5,3,5,1,4,1,3,3,3,3,4,1,5,1,2,2,3,3,3,3,1,1,2,2,3,5,2,1,2,3,1,1,5,3,2,1,1,2,2,3,3,1,2,1,3,5,3,1,1,3,0,0,1,0,1,2,13,FIC
371,30,0,6,0,2,5,3,3,3,2,3,3,3,3,1,2,3,2,3,4,3,3,1,2,1,1,2,1,1,2,1,5,1,2,5,2,1,2,1,3,3,3,3,3,1,5,4,2,1,2,1,4,3,2,3,1,3,5,2,3,2,1,5,1,2,1,3,3,3,1,0,1,1,0,0,8,IGGLIA
372,31,1,3,0,3,5,4,1,3,2,2,2,1,3,3,1,3,1,1,4,3,1,2,1,3,1,2,1,3,2,2,4,1,2,5,2,3,3,1,5,4,2,3,3,2,3,4,1,1,3,3,5,3,3,1,2,1,5,1,2,3,1,5,1,1,1,2,2,1,0,0,1,1,1,4,14,IGGLIA
373,25,0,3,1,2,3,3,2,3,2,2,1,3,4,1,2,2,1,3,2,2,3,1,3,3,2,2,2,3,1,1,4,3,2,5,3,1,1,2,5,5,2,2,1,3,4,2,3,5,2,1,1,1,1,2,1,2,5,2,3,3,3,4,2,3,1,1,2,3,1,1,0,0,0,5,2,IMTICIA
374,30,0,6,16,3,3,1,1,2,4,2,1,2,3,3,2,1,4,2,2,3,3,4,5,3,3,3,4,1,2,3,5,2,2,3,3,5,3,2,2,3,1,2,2,4,2,1,1,2,3,4,4,3,2,3,1,1,2,1,4,4,1,1,2,1,1,1,1,2,1,0,1,1,0,4,11,TEH
375,43,0,3,2,1,3,4,3,5,1,1,2,1,3,1,3,3,2,2,1,3,3,2,1,1,3,5,3,2,3,2,4,1,3,5,3,1,2,1,4,5,3,3,1,1,5,1,1,2,1,1,3,2,2,2,3,1,5,3,3,2,1,5,4,3,2,2,3,1,0,0,1,1,0,3,0,ESIIA
376,37,0,0,14,3,2,3,2,2,3,3,5,1,2,1,2,2,2,4,3,1,2,1,1,3,4,2,3,3,2,2,3,1,1,2,2,2,1,3,1,1,2,2,1,1,2,1,5,3,1,1,1,3,2,3,3,5,3,4,3,1,3,2,1,1,2,4,1,2,0,1,1,1,1,1,9,ICMP
377,42,0,2,0,2,5,5,2,3,1,2,1,1,5,2,2,2,1,3,4,2,3,1,3,3,2,1,2,3,1,3,3,3,3,4,1,2,2,2,3,4,1,3,1,3,4,4,2,2,3,3,4,3,3,1,2,2,5,2,3,3,2,5,2,1,3,3,1,2,0,1,1,0,0,1,9,IGGLIA
378,44,1,3,7,2,2,1,3,2,3,1,3,3,3,1,1,1,3,1,4,3,5,2,1,4,1,3,2,3,5,3,4,3,3,3,1,3,2,3,3,1,1,5,2,4,3,3,2,1,2,2,5,3,3,1,1,3,1,2,3,2,1,1,1,4,3,2,2,2,0,0,1,1,0,3,9,EMP
379,19,0,0,15,3,3,1,3,3,5,1,3,3,3,3,2,1,4,1,1,3,1,5,4,1,1,2,5,3,2,3,3,2,1,2,1,1,3,1,1,3,3,2,1,5,2,3,3,1,1,1,2,1,3,2,3,1,2,2,2,5,3,2,2,2,3,3,1,3,0,0,0,1,0,1,11,TEE
380,44,0,1,2,1,5,4,2,4,2,2,1,2,3,1,2,3,3,2,1,2,1,1,1,3,2,4,3,3,2,1,3,2,2,5,2,1,1,2,5,4,1,2,1,2,3,1,2,2,1,2,1,2,1,1,3,3,4,3,3,2,2,3,4,1,1,3,1,3,0,0,0,0,0,0,2,ESIIA
381,37,0,1,0,1,4,4,3,4,3,3,2,1,3,3,3,1,2,1,4,3,3,3,2,1,1,2,2,2,2,3,4,2,2,5,3,1,1,2,4,5,3,3,2,3,4,5,1,3,1,1,4,3,3,1,3,3,5,2,3,2,3,3,2,2,2,2,2,1,0,1,0,0,1,3,0,IGGLIA
382,40,0,0,10,2,1,2,4,2,5,2,1,5,1,5,5,4,2,5,1,1,1,2,1,2,3,2,1,4,2,1,5,4,1,2,1,3,4,4,2,1,2,2,1,2,3,2,3,1,2,1,1,2,5,4,4,1,3,2,2,2,3,2,1,3,5,2,5,1,0,1,1,0,1,4,1,PIP
383,42,0,2,2,3,5,4,2,5,2,3,2,3,3,2,2,2,1,3,1,1,2,3,3,2,2,5,2,3,1,2,5,2,1,3,1,3,3,2,4,5,1,3,2,1,3,3,1,3,1,1,1,3,2,2,2,1,4,1,1,3,3,5,5,1,3,1,1,3,1,1,1,0,0,4,14,ESIIA
384,28,0,1,4,2,2,2,3,3,5,1,2,1,2,2,1,3,3,1,4,3,5,3,4,1,1,1,3,1,4,4,4,3,1,1,2,3,1,1,1,3,2,2,1,4,2,2,3,1,3,3,4,3,1,3,2,2,2,1,2,2,3,2,1,5,1,2,2,2,0,0,0,0,0,0,13,CAA
385,43,0,1,12,3,1,1,2,3,5,1,4,2,2,2,2,1,1,1,2,4,2,2,2,3,5,4,2,1,1,3,4,1,1,2,1,2,3,2,1,3,3,2,4,3,2,1,5,1,5,3,2,4,1,2,2,3,3,3,2,2,2,3,1,2,5,2,1,2,0,1,0,0,0,1,6,EMII
386,43,0,6,6,3,2,2,2,3,3,2,3,2,2,2,3,2,3,3,1,1,4,3,5,3,3,3,3,2,4,5,5,3,3,2,1,3,3,3,2,2,4,2,3,4,1,2,2,2,1,1,4,3,1,3,2,2,1,1,1,1,3,3,3,3,3,3,1,3,0,1,1,1,0,1,0,DTJA
387,23,0,2,2,3,3,3,1,5,3,3,2,2,4,1,3,1,2,2,3,2,3,3,3,2,1,4,1,1,2,3,5,3,3,4,1,2,3,3,4,3,2,3,1,2,5,1,3,1,3,3,2,3,3,2,2,2,5,3,3,3,3,4,5,1,3,2,3,2,1,1,1,0,0,5,13,ESIIA
388,22,0,4,14,1,3,1,3,1,4,1,5,2,1,1,1,2,2,5,2,3,2,3,3,2,5,2,2,3,3,2,4,2,2,2,2,1,1,2,2,2,2,1,1,1,2,3,4,2,3,2,3,1,2,3,1,4,1,5,2,2,2,2,1,1,1,5,2,2,0,1,1,0,0,4,13,ICMP
389,24,0,5,6,2,1,3,1,2,4,1,3,1,2,1,1,2,1,1,3,2,5,1,4,3,3,2,1,1,4,5,5,1,3,3,3,3,1,1,3,2,4,1,2,4,3,2,3,1,3,2,5,3,2,1,2,2,1,3,2,1,1,2,2,3,2,3,1,2,1,0,1,0,1,4,6,DTJA
390,27,1,6,15,1,3,2,2,3,5,1,3,2,3,1,2,3,4,1,3,2,1,4,5,3,2,2,4,3,1,1,3,2,3,3,1,2,3,2,3,1,2,1,2,4,1,1,1,3,3,2,3,2,2,2,3,2,2,2,3,5,1,3,2,1,3,2,3,2,0,0,0,0,1,4,8,TEE
391,40,0,6,12,1,3,2,1,1,5,1,4,2,1,3,3,2,3,3,2,5,1,2,2,2,5,4,1,2,1,3,3,2,2,1,3,1,3,3,3,1,2,1,4,2,3,3,3,2,4,2,2,5,3,2,2,5,3,3,1,2,1,1,1,2,4,1,3,2,0,1,0,0,0,1,10,EMII
392,19,1,4,1,2,4,4,3,5,3,3,2,1,5,3,2,2,2,3,2,3,2,1,3,2,2,2,2,2,1,3,5,1,3,5,3,3,1,2,5,3,2,3,1,2,5,1,2,5,3,1,3,3,2,2,3,3,5,1,2,3,1,5,2,3,3,2,2,1,0,0,0,1,1,0,3,IMTICIA
393,39,0,0,12,3,3,3,1,3,4,3,4,3,3,1,1,3,3,3,3,5,3,1,3,1,4,5,1,2,2,3,5,1,1,1,2,3,1,1,2,1,3,3,4,2,3,3,3,1,5,3,3,5,3,2,3,4,1,1,3,2,1,2,2,2,5,3,3,2,0,0,1,1,1,0,7,EMII
394,25,1,4,14,3,1,1,2,2,4,3,4,3,2,2,3,1,2,4,3,1,3,2,3,3,4,3,2,3,2,2,3,2,2,3,3,1,1,1,2,1,2,2,1,3,3,1,3,1,3,2,1,1,2,3,2,3,2,5,3,3,1,3,1,3,3,5,2,3,1,0,0,0,1,4,10,ICMP
395,29,0,1,8,2,2,3,5,1,3,2,3,5,2,4,4,5,1,4,3,2,2,1,2,3,3,1,1,5,3,2,4,5,3,1,3,3,3,3,3,2,1,1,3,2,3,3,1,3,1,1,3,1,2,5,5,3,1,1,1,1,2,1,2,3,5,1,5,3,1,0,1,1,0,5,14,BIO
396,27,0,1,6,2,3,2,2,1,5,1,2,3,3,3,2,3,2,3,1,3,5,2,4,2,1,2,1,2,4,4,3,1,3,3,1,2,3,3,1,3,5,1,1,5,2,3,2,2,3,1,5,3,1,3,2,2,2,1,3,1,3,3,1,3,2,2,3,3,0,0,0,0,1,5,10,DTJA
397,41,0,3,11,5,3,1,4,3,3,2,2,5,2,4,5,5,2,5,1,1,1,2,3,2,1,2,1,4,1,1,3,4,2,3,3,3,1,3,1,3,2,2,3,1,2,2,2,3,3,1,1,2,2,4,5,1,3,2,2,2,1,2,2,1,4,1,4,5,0,1,1,1,1,2,4,AEE
398,45,1,4,4,1,3,2,1,2,3,2,1,1,3,3,2,3,3,2,5,2,4,3,4,2,3,2,2,2,4,5,5,1,1,1,3,2,1,1,3,2,2,1,3,4,2,2,3,2,3,2,5,1,1,3,3,1,3,1,2,2,1,1,1,5,2,2,2,3,0,1,1,1,0,0,1,CAA
399,26,0,3,3,3,5,4,3,4,1,1,1,3,3,2,1,3,2,2,1,2,2,3,2,2,1,3,1,1,3,3,4,3,1,3,1,3,3,3,4,3,1,5,1,3,3,2,1,1,2,1,2,2,3,2,1,3,1,1,2,3,4,5,2,1,1,3,3,2,1,1,1,0,1,4,13,ISAIA
400,31,0,3,1,1,3,4,3,5,1,1,3,1,4,2,1,3,3,1,1,2,1,1,1,1,1,1,3,2,2,3,5,2,3,3,3,2,1,1,4,5,1,1,2,1,3,2,2,5,1,1,2,1,2,2,3,3,4,1,1,2,2,3,1,3,3,1,1,1,0,1,0,0,1,1,9,IMTICIA
401,23,0,0,4,2,1,3,1,1,5,3,3,1,1,1,1,2,3,2,4,1,4,1,4,3,1,2,1,3,5,4,3,1,1,3,3,2,2,2,3,2,2,1,1,5,1,3,2,2,2,3,5,2,1,1,2,3,3,2,2,1,2,1,3,4,3,3,2,1,1,1,1,0,1,4,8,CAA
402,23,0,4,11,5,2,1,5,3,3,2,2,5,2,4,5,5,2,4,2,1,3,3,1,3,2,2,2,4,2,2,4,4,1,2,3,3,2,3,2,2,2,2,2,3,2,3,1,2,1,3,3,3,3,5,4,3,3,3,2,3,1,1,2,1,5,2,4,5,0,1,1,0,0,3,13,AEE
403,24,1,2,13,1,2,2,1,3,4,5,5,3,3,2,1,3,3,1,2,4,2,3,3,1,2,3,2,3,3,1,5,3,4,2,4,2,1,3,3,1,1,2,3,3,1,3,4,1,1,1,1,5,1,2,1,4,1,2,3,1,1,1,2,3,5,2,3,3,0,0,1,1,0,0,1,GCA
404,30,1,3,9,2,2,2,4,2,5,2,1,4,2,5,5,5,1,4,3,1,2,1,3,3,3,3,2,4,1,2,5,5,3,3,1,3,1,3,3,2,3,2,3,2,3,2,1,3,2,2,3,1,2,4,4,2,1,3,4,1,1,2,1,1,5,3,4,1,1,0,1,0,0,0,3,IAA
405,26,0,5,8,2,2,3,4,3,4,3,1,5,1,5,4,4,1,5,2,3,1,1,1,2,3,1,1,5,1,2,5,4,1,1,2,3,1,3,1,3,3,2,2,1,2,3,1,3,1,3,3,1,1,5,4,1,1,2,3,3,2,2,3,2,4,1,4,2,0,0,1,0,1,3,10,BIO
406,33,1,5,3,1,3,5,2,3,1,2,2,1,5,1,2,1,1,1,3,1,3,3,2,1,1,2,2,3,1,1,5,3,3,3,2,1,1,1,5,4,3,5,2,1,4,3,1,3,1,2,2,3,2,2,2,2,2,1,3,1,4,5,1,1,3,2,2,3,0,1,0,1,0,1,2,ISAIA
407,29,0,0,3,3,3,3,2,3,2,1,2,3,5,2,3,1,2,1,2,3,2,2,2,1,2,1,3,2,3,2,3,1,1,5,2,2,2,3,3,5,2,5,3,3,4,2,2,3,2,3,3,3,1,1,1,2,1,3,3,3,5,4,2,2,3,2,1,2,1,1,0,0,1,3,1,ISAIA
408,22,0,0,14,3,2,2,2,1,4,2,4,2,1,3,1,1,2,5,1,1,1,2,3,3,5,1,2,1,3,3,4,1,1,1,3,2,2,3,3,1,3,2,1,2,1,3,3,1,2,2,1,1,3,3,1,3,2,4,1,1,1,3,1,1,1,4,2,1,1,1,1,0,0,2,9,ICMP
409,19,0,0,9,3,3,2,5,3,3,1,2,4,3,4,4,5,3,4,2,1,2,2,1,1,3,3,3,4,1,2,4,4,3,3,3,2,2,5,1,3,2,3,1,1,1,3,1,1,1,2,1,3,2,5,4,2,1,3,5,1,3,1,3,2,5,2,5,2,1,0,0,0,0,3,10,IAA
410,18,0,4,7,2,3,3,3,1,5,1,2,3,3,1,3,1,1,1,5,2,4,3,2,4,2,2,3,2,5,2,4,3,3,2,3,1,3,2,1,3,3,4,2,5,3,3,1,3,2,2,4,3,3,3,2,1,2,1,3,1,2,2,2,5,1,1,2,2,1,1,0,0,1,1,7,EMP
411,20,1,2,13,3,1,2,3,3,3,4,5,1,3,1,3,2,1,2,3,5,3,3,1,3,3,2,2,2,2,2,4,1,5,1,5,3,1,1,3,1,2,1,1,2,3,1,3,2,1,2,3,4,2,1,3,4,2,1,2,3,1,2,3,2,5,2,2,3,0,1,0,1,1,0,4,GCA
